CDL-E	4	3	0.00
CDL-E	3	3	0.00
CDL-E	2	3	0.00
CDL-E	11	3	100.00
CDL-E	12	3	100.00
CDL-E	10	3	100.00
CDL-E	9	3	100.00
CDL-E	1	3	0.00
CDL-E	8	3	24.55
CDL-E	7	3	0.10
CDL-E	6	4	0.00
CDL-E	5	4	0.00
CDL-E	4	4	0.00
CDL-E	3	4	0.00
CDL-E	2	4	0.00
CDL-E	11	4	100.00
CDL-E	12	4	100.00
CDL-E	9	4	6.15
CDL-E	1	4	0.00
CDL-E	10	4	100.00
CDL-E	8	4	0.05
CDL-E	7	4	0.00
CDL-E	6	5	0.00
CDL-E	5	5	0.00
CDL-E	4	5	0.00
CDL-E	3	5	0.00
CDL-E	2	5	0.00
CDL-E	12	5	100.00
CDL-E	9	5	0.20
CDL-E	11	5	100.00
CDL-E	1	5	0.00
CDL-E	10	5	100.00
CDL-E	8	5	0.00
CDL-E	7	5	0.00
CDL-E	5	6	0.00
CDL-E	4	6	0.00
CDL-E	2	6	0.00
CDL-E	6	6	0.00
CDL-E	8	6	0.00
CDL-E	3	6	0.00
CDL-E	1	6	0.00
CDL-E	11	6	100.00
CDL-E	10	6	100.00
CDL-E	9	6	0.00
CDL-E	12	6	100.00
CDL-E	7	6	0.00
CDL-E	5	7	0.00
CDL-E	4	7	0.00
CDL-E	6	7	0.00
CDL-E	2	7	0.00
CDL-E	3	7	0.00
CDL-E	11	7	100.00
CDL-E	1	7	0.00
CDL-E	8	7	0.00
CDL-E	7	7	0.00
CDL-E	12	7	100.00
CDL-E	9	7	0.00
CDL-E	10	7	39.50
CDL-E	6	8	0.00
CDL-E	5	8	0.00
CDL-E	4	8	0.00
CDL-E	3	8	0.00
CDL-E	2	8	0.00
CDL-E	1	8	0.00
CDL-E	12	8	100.00
CDL-E	10	8	3.35
CDL-E	8	8	0.00
CDL-E	9	8	0.00
CDL-E	11	8	100.00
CDL-E	7	8	0.00
CDL-E	3	9	0.00
CDL-E	6	9	0.00
CDL-E	5	9	0.00
CDL-E	4	9	0.00
CDL-E	2	9	0.00
CDL-E	9	9	0.00
CDL-E	10	9	0.50
CDL-E	1	9	0.00
CDL-E	8	9	0.00
CDL-E	11	9	99.95
CDL-E	12	9	100.00
CDL-E	7	9	0.00
CDL-E	6	10	0.00
CDL-E	3	10	0.00
CDL-E	4	10	0.00
CDL-E	2	10	0.00
CDL-E	5	10	0.00
CDL-E	12	10	100.00
CDL-E	8	10	0.00
CDL-E	9	10	0.00
CDL-E	1	10	0.00
CDL-E	11	10	95.85
CDL-E	10	10	0.05
CDL-E	7	10	0.00
CDL-A	6	11	0.00
CDL-A	5	11	0.00
CDL-A	4	11	0.00
CDL-A	3	11	0.00
CDL-A	2	11	0.00
CDL-A	9	11	99.30
CDL-A	1	11	0.00
CDL-A	11	11	100.00
CDL-A	12	11	100.00
CDL-A	8	11	41.55
CDL-A	10	11	100.00
CDL-A	7	11	0.00
CDL-A	6	12	0.00
CDL-A	5	12	0.00
CDL-A	4	12	0.00
CDL-A	3	12	0.00
CDL-A	2	12	0.00
CDL-A	9	12	44.95
CDL-A	1	12	0.00
CDL-A	11	12	100.00
CDL-A	8	12	1.95
CDL-A	12	12	100.00
CDL-A	10	12	100.00
CDL-A	7	12	0.00
CDL-A	6	13	0.00
CDL-A	5	13	0.00
CDL-A	4	13	0.00
CDL-A	3	13	0.00
CDL-A	2	13	0.00
CDL-A	9	13	3.40
CDL-A	1	13	0.00
CDL-A	8	13	0.10
CDL-A	12	13	100.00
CDL-A	11	13	100.00
CDL-A	10	13	100.00
CDL-A	7	13	0.00
CDL-A	6	14	0.00
CDL-A	5	14	0.00
